"uid","scenario_id","t","routed_agent","route_reason","route_forced","route_invalid","routing_hit","is_decision_maker","valid_actions","executed_action","fact_id","invalid_reason","agent_response","agent_raw","insight","revealed_after"
"17","choosing_base_camp","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Camp Summit"", ""credited_facts"": [""S1"", ""S2""], ""justification_fact_ids"": [""S1"", ""S2""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Camp Summit"", ""credited_facts"": [""S1"", ""S2""], ""justification_fact_ids"": [""S1"", ""S2""]}}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer - which camp to choose?; credited_facts - which facts support the choice?; justification_fact_ids - which facts back the reasoning? NEXT: resolve uncertainties about risks and logistics.",""
"18","city_storm_shelter_decision","0","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Greenfield High School"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the current status of Oakridge Library's roof repairs? What is the current accessibility of Blue River Community Center? What is the current safety status of Greenfield High School? NEXT: Confirm storm impact details on each shelter.",""
"18","city_storm_shelter_decision","1","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Greenfield High School"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the current status of Oakridge Library's roof repairs? What is the current accessibility of Blue River Community Center? What is the current safety status of Greenfield High School? NEXT: Confirm storm impact details on each shelter.",""
"18","city_storm_shelter_decision","2","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Greenfield High School"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the current status of Oakridge Library's roof repairs? What is the current accessibility of Blue River Community Center? What is the current safety status of Greenfield High School? NEXT: Confirm storm impact details on each shelter.",""
"18","city_storm_shelter_decision","3","A2","","0","0","1","0","free|reveal","reveal","PF1","","Blue River Community Center's basement has flooded, and the backup generators are now submerged and inoperable.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""Blue River Community Center's basement has flooded, and the backup generators are now submerged and inoperable.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the current status of Oakridge Library's roof repairs? What is the current accessibility of Blue River Community Center? What is the current safety status of Greenfield High School? NEXT: Confirm storm impact details on each shelter.","PF1"
"18","city_storm_shelter_decision","4","A3","","0","0","1","0","free|reveal","reveal","PF2","","Oakridge Library’s new roof has passed an emergency inspection and is structurally sound, making it safe for shelter.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""Oakridge Library’s new roof has passed an emergency inspection and is structurally sound, making it safe for shelter.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the current safety status of Greenfield High School? What is the current accessibility of Blue River Community Center? What is the current safety status of Oakridge Library? NEXT: Confirm storm impact details on each shelter.","PF1|PF2"
"18","city_storm_shelter_decision","5","A4","","0","0","1","0","free|reveal","reveal","PF3","","Floodwaters have already blocked the main avenue leading to Greenfield High School; alternate access from South Street is possible, but only for vehicles.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""Floodwaters have already blocked the main avenue leading to Greenfield High School; alternate access from South Street is possible, but only for vehicles.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1, PF2]; justification_fact_ids: [PF1, PF2]. STILL OPEN: answer. What is the current accessibility of Greenfield High School? NEXT: Confirm storm impact details on each shelter.","PF1|PF2|PF3"
"18","city_storm_shelter_decision","6","A5","","0","0","1","0","free|reveal","reveal","PF4","","Trees are down blocking South Street, the only alternate access to Greenfield High School. Clearing could take hours with the storm approaching.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""Trees are down blocking South Street, the only alternate access to Greenfield High School. Clearing could take hours with the storm approaching.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1, PF2]; justification_fact_ids: [PF1, PF2]. STILL OPEN: answer. What is the current accessibility of Greenfield High School? NEXT: Confirm storm impact details on each shelter.","PF1|PF2|PF3|PF4"
"18","city_storm_shelter_decision","7","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Greenfield High School"", ""credited_facts"": [""PF1"", ""PF2"", ""PF3"", ""PF4""], ""justification_fact_ids"": [""PF1"", ""PF2"", ""PF3"", ""PF4""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Greenfield High School"", ""credited_facts"": [""PF1"", ""PF2"", ""PF3"", ""PF4""], ""justification_fact_ids"": [""PF1"", ""PF2"", ""PF3"", ""PF4""]}}}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1, PF2]; justification_fact_ids: [PF1, PF2]. STILL OPEN: answer. What is the current accessibility of Greenfield High School? NEXT: Confirm storm impact details on each shelter.","PF1|PF2|PF3|PF4"
"19","meteor_shower_shelter","0","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Shelter Beta"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: UNKNOWN, justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. Questions: What is the most heavily shielded shelter? Which shelter has a known issue? Which shelter has a new system? NEXT: Agree on a shelter, cite a fact, and confirm it settles the decision.",""
"19","meteor_shower_shelter","1","A2","","0","0","1","0","free|reveal","reveal","PF1","","The repair log for Shelter Alpha indicates that after the leak patch, full pressure tests were completed and results were 'excellent'.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""The repair log for Shelter Alpha indicates that after the leak patch, full pressure tests were completed and results were 'excellent'.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1], justification_fact_ids: [PF1]. STILL OPEN: answer. What is the most heavily shielded shelter? NEXT: Agree on a shelter, cite a fact, and confirm it settles the decision.","PF1"
"19","meteor_shower_shelter","2","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Shelter Beta"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1], justification_fact_ids: [PF1]. STILL OPEN: answer. What is the most heavily shielded shelter? NEXT: Agree on a shelter, cite a fact, and confirm it settles the decision.","PF1"
"19","meteor_shower_shelter","3","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Shelter Beta"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1], justification_fact_ids: [PF1]. STILL OPEN: answer. What is the most heavily shielded shelter? NEXT: Agree on a shelter, cite a fact, and confirm it settles the decision.","PF1"
"19","meteor_shower_shelter","4","A3","","0","0","1","0","free|reveal","reveal","PF2","","Sensors detected faint seismic vibrations beneath Shelter Beta, possibly indicating underground instability, but the report says 'requires further investigation'.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""Sensors detected faint seismic vibrations beneath Shelter Beta, possibly indicating underground instability, but the report says 'requires further investigation'.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1], justification_fact_ids: [PF1]. STILL OPEN: answer. What is the most heavily shielded shelter? NEXT: Agree on a shelter, cite a fact, and confirm it settles the decision.","PF1|PF2"
"19","meteor_shower_shelter","5","A4","","0","0","1","0","free|reveal","reveal","PF3","","Shelter Beta's supply inventory shows a mysterious usage spike in oxygen canisters last night; the oxygen alarm system is overdue for maintenance.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""Shelter Beta's supply inventory shows a mysterious usage spike in oxygen canisters last night; the oxygen alarm system is overdue for maintenance.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1], justification_fact_ids: [PF1]. STILL OPEN: answer. What is the most heavily shielded shelter? NEXT: Agree on a shelter, cite a fact, and confirm it settles the decision.","PF1|PF2|PF3"
"19","meteor_shower_shelter","6","A5","","0","0","1","0","free|reveal","reveal","PF4","","Shelter Gamma's new air system was installed, but there was a recall notice for a faulty emergency ventilation back-up, and the needed replacement has not yet been delivered.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""Shelter Gamma's new air system was installed, but there was a recall notice for a faulty emergency ventilation back-up, and the needed replacement has not yet been delivered.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1], justification_fact_ids: [PF1]. STILL OPEN: answer. What is the most heavily shielded shelter? NEXT: Agree on a shelter, cite a fact, and confirm it settles the decision.","PF1|PF2|PF3|PF4"
"19","meteor_shower_shelter","7","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Shelter Alpha""}, ""credited_facts"": [""S1"", ""PF1""], ""justification_fact_ids"": [""S1"", ""PF1""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Shelter Alpha""}, ""credited_facts"": [""S1"", ""PF1""], ""justification_fact_ids"": [""S1"", ""PF1""]}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF1], justification_fact_ids: [PF1]. STILL OPEN: answer. What is the most heavily shielded shelter? NEXT: Agree on a shelter, cite a fact, and confirm it settles the decision.","PF1|PF2|PF3|PF4"
"20","emergency_transportation_decision","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Aurora Train Station"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Aurora Train Station"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}}

{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Aurora Train Station"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the safest and most reliable route in storms? What facts support the chosen destination? What information settles the unknowns? NEXT: Participants must vote on the answer, cite relevant facts, and justify their choice.",""
"21","Antarctic Storm Safe Haven","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Retreat Camp""}, ""credited_facts"": [""S1"", ""S2"", ""S4""], ""justification_fact_ids"": [""S1"", ""S2"", ""S4""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Retreat Camp""}, ""credited_facts"": [""S1"", ""S2"", ""S4""], ""justification_fact_ids"": [""S1"", ""S2"", ""S4""]}}","SETTLED VALUES: answer: Retreat Camp; credited_facts: [S1, S2, S4]; still open: justified_fact_ids. STILL OPEN: What is the structural integrity of Retreat Camp? NEXT: Confirm the structural integrity of Retreat Camp and verify supply availability.",""
"22","community_banquet_venue_decision","0","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Lakeview Resort"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the answer? What are the credited facts? What are the justification fact IDs? NEXT: Confirm venue availability and catering restrictions.",""
"22","community_banquet_venue_decision","1","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Grand Oak Hotel"", ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the answer? What are the credited facts? What are the justification fact IDs? NEXT: Confirm venue availability and catering restrictions.",""
"22","community_banquet_venue_decision","2","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Lakeview Resort"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the answer? What are the credited facts? What are the justification fact IDs? NEXT: Confirm venue availability and catering restrictions.",""
"22","community_banquet_venue_decision","3","A2","","0","0","1","0","free|reveal","reveal","PF1","","The only access road to Lakeview Resort is closed due to flooding after this week’s storm and is expected to remain impassable through the weekend.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""The only access road to Lakeview Resort is closed due to flooding after this week’s storm and is expected to remain impassable through the weekend.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer, credited_facts, justification_fact_ids. Questions: Can Lakeview Resort be accessed? Are catering restrictions at Heritage Public Library applicable? NEXT: Confirm venue availability and catering restrictions.","PF1"
"22","community_banquet_venue_decision","4","A5","","0","0","1","0","free|reveal","reveal","PF4","","Local authorities have warned that lakeside events could attract mosquitoes this season, but the health department’s primary concern for this weekend is road safety.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""Local authorities have warned that lakeside events could attract mosquitoes this season, but the health department’s primary concern for this weekend is road safety.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer, credited_facts, justification_fact_ids. Questions: Can Lakeview Resort be accessed? Are catering restrictions at Heritage Public Library applicable? NEXT: Confirm venue availability and catering restrictions.","PF1|PF4"
"22","community_banquet_venue_decision","5","A3","","0","0","1","0","free|reveal","reveal","PF2","","Grand Oak Hotel’s event calendar shows 'unavailable' online, but the events manager reports a scheduling software failure that blocks new bookings from appearing; last-minute bookings can be accepted by phone this week.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""Grand Oak Hotel’s event calendar shows 'unavailable' online, but the events manager reports a scheduling software failure that blocks new bookings from appearing; last-minute bookings can be accepted by phone this week.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer, credited_facts, justification_fact_ids. Questions: Can Lakeview Resort be accessed? Are catering restrictions at Heritage Public Library applicable? NEXT: Confirm venue availability and catering restrictions.","PF1|PF2|PF4"
"22","community_banquet_venue_decision","6","A4","","0","0","1","0","free|reveal","reveal","PF3","","Public notices state that Heritage Library recently reinforced its no-outside-food policy and now only allows sealed, pre-packaged snacks in the meeting hall, with no catering permitted.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""Public notices state that Heritage Library recently reinforced its no-outside-food policy and now only allows sealed, pre-packaged snacks in the meeting hall, with no catering permitted.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer, credited_facts, justification_fact_ids. Questions: Can Lakeview Resort be accessed? Are catering restrictions at Heritage Public Library applicable? NEXT: Confirm venue availability and catering restrictions.","PF1|PF2|PF3|PF4"
"22","community_banquet_venue_decision","7","A1","record complete -> last call","1","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Grand Oak Hotel"", ""credited_facts"": [""S2"", ""PF2""], ""justification_fact_ids"": [""S2"", ""PF2""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer, credited_facts, justification_fact_ids. Questions: Can Lakeview Resort be accessed? Are catering restrictions at Heritage Public Library applicable? NEXT: Confirm venue availability and catering restrictions.","PF1|PF2|PF3|PF4"
"22","community_banquet_venue_decision","8","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Grand Oak Hotel"", ""credited_facts"": [""S2"", ""PF2""], ""justification_fact_ids"": [""S2"", ""PF2""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Grand Oak Hotel"", ""credited_facts"": [""S2"", ""PF2""], ""justification_fact_ids"": [""S2"", ""PF2""]}}}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer, credited_facts, justification_fact_ids. Questions: Can Lakeview Resort be accessed? Are catering restrictions at Heritage Public Library applicable? NEXT: Confirm venue availability and catering restrictions.","PF1|PF2|PF3|PF4"
"23","Critical Data Backup Site Selection","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Valley Research Annex"", ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Valley Research Annex"", ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}}}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the safest and most secure location? What facts support the choice? What is the most critical factor? NEXT: Determine which facility is both reachable and appropriately secure under current conditions.",""
"24","select_emergency_shelter","0","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Station Bravo"", ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer - Which shelter should be chosen?; credited_facts - Which facts support the chosen shelter?; justification_fact_ids - Which facts justify the chosen shelter? NEXT: Agree on a shelter and its supporting facts.",""
"24","select_emergency_shelter","1","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Station Bravo"", ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Station Bravo"", ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}}}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer - Which shelter should be chosen?; credited_facts - Which facts support the chosen shelter?; justification_fact_ids - Which facts justify the chosen shelter? NEXT: Agree on a shelter and its supporting facts.",""
"25","manuscript_flood_shelter","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""University Science Library (USL)""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""University Science Library (USL)""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer - What is the safest location for the manuscripts given the current flood risk? NEXT: Determine which location has the highest priority for manuscript safety based on flood risk and structural integrity.",""
"26","research_station_site_selection","0","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Maple Valley"", ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the best site for the research station? What facts support this choice? What criteria are most important for the decision? NEXT: Evaluate each site against safety, accessibility, and infrastructure needs using the shared context and formally revealed facts.",""
"26","research_station_site_selection","1","A2","","0","0","1","0","free|reveal","reveal","PF1","","The only reliable access road to Pine Ridge has been repaired and upgraded recently for forestry vehicles, making it usable year-round for trucks as long as landslides are monitored.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""The only reliable access road to Pine Ridge has been repaired and upgraded recently for forestry vehicles, making it usable year-round for trucks as long as landslides are monitored.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer. What is the best site for the research station? NEXT: Evaluate each site against safety, accessibility, and infrastructure needs using the shared context and formally revealed facts.","PF1"
"26","research_station_site_selection","2","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Pine Ridge"", ""credited_facts"": [""S3"", ""PF1""], ""justification_fact_ids"": [""S3"", ""PF1""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Pine Ridge"", ""credited_facts"": [""S3"", ""PF1""], ""justification_fact_ids"": [""S3"", ""PF1""]}}}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: [PF1]; justification_fact_ids: [PF1]. STILL OPEN: answer. What is the best site for the research station? NEXT: Evaluate each site against safety, accessibility, and infrastructure needs using the shared context and formally revealed facts.","PF1"
"27","Rescue the Lost Researchers","0","A1","","0","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""River Route""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""River Route""}, ""credited_facts"": [""S1""], ""justification_fact_ids"": [""S1""]}}","SETTLED VALUES: answer: UNKNOWN; credited_facts: UNKNOWN; justification_fact_ids: UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. What is the safest route? What facts support the safest route? What is the most direct route? NEXT: Confirm the safest and most direct route based on current information.",""
"28","Safe Shelter Selection","0","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Mountain Lodge"", ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}}","SETTLED VALUES: {'answer': 'UNKNOWN', 'credited_facts': ['UNKNOWN'], 'justification_fact_ids': ['UNKNOWN']}. STILL OPEN: answer - Which location meets all criteria? credited_facts - Which fact supports the chosen shelter? justification_fact_ids - Which fact confirms the chosen shelter's suitability? NEXT: Confirm all criteria are met for the selected shelter.",""
"28","Safe Shelter Selection","1","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Mountain Lodge"", ""credited_facts"": [""S2""], ""justification_fact_ids"": [""S2""]}}","SETTLED VALUES: {'answer': 'UNKNOWN', 'credited_facts': ['UNKNOWN'], 'justification_fact_ids': ['UNKNOWN']}. STILL OPEN: answer - Which location meets all criteria? credited_facts - Which fact supports the chosen shelter? justification_fact_ids - Which fact confirms the chosen shelter's suitability? NEXT: Confirm all criteria are met for the selected shelter.",""
"28","Safe Shelter Selection","2","A1","","0","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Riverside Park"", ""credited_facts"": [""S3""], ""justification_fact_ids"": [""S3""]}}","SETTLED VALUES: {'answer': 'UNKNOWN', 'credited_facts': ['UNKNOWN'], 'justification_fact_ids': ['UNKNOWN']}. STILL OPEN: answer - Which location meets all criteria? credited_facts - Which fact supports the chosen shelter? justification_fact_ids - Which fact confirms the chosen shelter's suitability? NEXT: Confirm all criteria are met for the selected shelter.",""
"28","Safe Shelter Selection","3","A2","","0","0","1","0","free|reveal","reveal","PF1","","Due to minor flooding on Oakcrest road, buses can only reach Riverside Park from the north side.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""Due to minor flooding on Oakcrest road, buses can only reach Riverside Park from the north side.""}","SETTLED VALUES: {'answer': 'Riverside Park', 'credited_facts': ['PF1'], 'justification_fact_ids': ['S3']}. STILL OPEN: credited_facts - Which fact supports the chosen shelter? justification_fact_ids - Which fact confirms the chosen shelter's suitability? NEXT: Confirm all criteria are met for the selected shelter.","PF1"
"28","Safe Shelter Selection","4","A5","","0","0","1","0","free|reveal","reveal","PF4","","A tree has fallen on the north lane to Riverside Park, but the south lane remains clear according to a police report.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""A tree has fallen on the north lane to Riverside Park, but the south lane remains clear according to a police report.""}","SETTLED VALUES: {'answer': 'Riverside Park', 'credited_facts': ['PF1'], 'justification_fact_ids': ['S3']}. STILL OPEN: credited_facts - Which fact supports the chosen shelter? justification_fact_ids - Which fact confirms the chosen shelter's suitability? NEXT: Confirm all criteria are met for the selected shelter.","PF1|PF4"
"28","Safe Shelter Selection","5","A3","","0","0","1","0","free|reveal","reveal","PF2","","A landslide warning has been issued for Summerfield's region by the National Weather Service, effective immediately.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""A landslide warning has been issued for Summerfield's region by the National Weather Service, effective immediately.""}","SETTLED VALUES: {'answer': 'Riverside Park', 'credited_facts': ['PF1'], 'justification_fact_ids': ['S3']}. STILL OPEN: credited_facts - Which fact supports the chosen shelter? justification_fact_ids - Which fact confirms the chosen shelter's suitability? NEXT: Confirm all criteria are met for the selected shelter.","PF1|PF2|PF4"
"28","Safe Shelter Selection","6","A4","","0","0","1","0","free|reveal","reveal","PF3","","There is a confirmed chemical spill in the storage building next to Mountain Lodge reported just now by authorities; the substance is hazardous if inhaled and cleanup will take at least 12 hours to complete.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""There is a confirmed chemical spill in the storage building next to Mountain Lodge reported just now by authorities; the substance is hazardous if inhaled and cleanup will take at least 12 hours to complete.""}","SETTLED VALUES: {'answer': 'Riverside Park', 'credited_facts': ['PF1'], 'justification_fact_ids': ['S3']}. STILL OPEN: credited_facts - Which fact supports the chosen shelter? justification_fact_ids - Which fact confirms the chosen shelter's suitability? NEXT: Confirm all criteria are met for the selected shelter.","PF1|PF2|PF3|PF4"
"28","Safe Shelter Selection","7","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Riverside Park"", ""credited_facts"": [""PF1"", ""PF4"", ""S3""], ""justification_fact_ids"": [""S1"", ""S3""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Riverside Park"", ""credited_facts"": [""PF1"", ""PF4"", ""S3""], ""justification_fact_ids"": [""S1"", ""S3""]}}}}","SETTLED VALUES: {'answer': 'Riverside Park', 'credited_facts': ['PF1'], 'justification_fact_ids': ['S3']}. STILL OPEN: credited_facts - Which fact supports the chosen shelter? justification_fact_ids - Which fact confirms the chosen shelter's suitability? NEXT: Confirm all criteria are met for the selected shelter.","PF1|PF2|PF3|PF4"
"29","the_lead_investor_decision","0","A1","","0","0","0","1","free|settle","free","","","Based on the shared context, Peak Capital can close the deal quickly, which is critical given the 12-hour deadline. Skylake Ventures requires a co-investor, which may delay the process. Northstar Partners have a history of pulling out due to legal issues, which introduces risk. Therefore, Peak Capital seems the most reliable choice.","{""action"": ""free"", ""content"": ""Based on the shared context, Peak Capital can close the deal quickly, which is critical given the 12-hour deadline. Skylake Ventures requires a co-investor, which may delay the process. Northstar Partners have a history of pulling out due to legal issues, which introduces risk. Therefore, Peak Capital seems the most reliable choice.""}","SETTLED VALUES: answer: UNKNOWN; credited_facts: []; justification_fact_ids: []. STILL OPEN: answer - Who can close the deal on time without unmanageable risk or hidden issues? NEXT: Identify the investor that can reliably close the deal within 12 hours.",""
