"uid","scenario_id","t","routed_agent","route_reason","route_forced","route_invalid","routing_hit","is_decision_maker","valid_actions","executed_action","fact_id","invalid_reason","agent_response","agent_raw","insight","revealed_after"
"13","lunch_group_decision","3","A5","","0","0","1","0","free|reveal","reveal","PF4","","PF4: There is a known power outage at Restaurant C, affecting only the main kitchen, but their cold menu (salads/sandwiches) is fully available from a prep area with emergency backup.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""PF4: There is a known power outage at Restaurant C, affecting only the main kitchen, but their cold menu (salads/sandwiches) is fully available from a prep area with emergency backup.""}","SETTLED VALUES: answer: Restaurant B. credited_facts: [S2]. justification_fact_ids: [S2]. STILL OPEN: answer. What is the only suitable option? NEXT: Confirm if Restaurant B is the only suitable option.","PF1|PF2|PF3|PF4"
"13","lunch_group_decision","4","A1","record complete -> last call","1","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Restaurant C"", ""credited_facts"": [""S3"", ""PF3"", ""PF4""], ""justification_fact_ids"": [""S3"", ""PF3"", ""PF4""]}}","SETTLED VALUES: answer: Restaurant B. credited_facts: [S2]. justification_fact_ids: [S2]. STILL OPEN: answer. What is the only suitable option? NEXT: Confirm if Restaurant B is the only suitable option.","PF1|PF2|PF3|PF4"
"13","lunch_group_decision","5","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Restaurant C"", ""credited_facts"": [""S3"", ""PF3"", ""PF4""], ""justification_fact_ids"": [""S3"", ""PF3"", ""PF4""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Restaurant C"", ""credited_facts"": [""S3"", ""PF3"", ""PF4""], ""justification_fact_ids"": [""S3"", ""PF3"", ""PF4""]}}}}","SETTLED VALUES: answer: Restaurant B. credited_facts: [S2]. justification_fact_ids: [S2]. STILL OPEN: answer. What is the only suitable option? NEXT: Confirm if Restaurant B is the only suitable option.","PF1|PF2|PF3|PF4"
"14","artifact_safe_haven","0","A3","","0","0","1","0","free|reveal","reveal","PF2","","The University Library's 24/7 security detail will be off-site for a mandatory citywide training drill tonight, and only basic staff will remain during the night.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""The University Library's 24/7 security detail will be off-site for a mandatory citywide training drill tonight, and only basic staff will remain during the night.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF2], justification_fact_ids: [PF2]. STILL OPEN: answer, justification_fact_ids. NEXT: Determine which location is safest based on flood risk, power outages, and security.","PF2"
"14","artifact_safe_haven","1","A4","","0","0","1","0","free|reveal","reveal","PF3","","The road to the University Library is blocked by downed trees from the storm and will not be open for at least another 24 hours.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""The road to the University Library is blocked by downed trees from the storm and will not be open for at least another 24 hours.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF2], justification_fact_ids: [PF2]. STILL OPEN: answer, justification_fact_ids. NEXT: Determine which location is safest based on flood risk, power outages, and security.","PF2|PF3"
"14","artifact_safe_haven","2","A5","","0","0","1","0","free|reveal","reveal","PF4","","Power company officials confirm that the City Bank's backup generator is due for repairs and has not functioned during recent outages.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""Power company officials confirm that the City Bank's backup generator is due for repairs and has not functioned during recent outages.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF2], justification_fact_ids: [PF2]. STILL OPEN: answer, justification_fact_ids. NEXT: Determine which location is safest based on flood risk, power outages, and security.","PF2|PF3|PF4"
"14","artifact_safe_haven","3","A2","","0","0","1","0","free|reveal","reveal","PF1","","A government memo confirms that a secure evidence room at the Downtown Police Station, separate from the public shelter area, remains unused and can be made accessible for artifact storage immediately.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""A government memo confirms that a secure evidence room at the Downtown Police Station, separate from the public shelter area, remains unused and can be made accessible for artifact storage immediately.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF2], justification_fact_ids: [PF2]. STILL OPEN: answer, justification_fact_ids. NEXT: Determine which location is safest based on flood risk, power outages, and security.","PF1|PF2|PF3|PF4"
"14","artifact_safe_haven","4","A1","record complete -> last call","1","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Downtown Police Station"", ""credited_facts"": [""PF1""], ""justification_fact_ids"": [""PF1"", ""S3""]}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF2], justification_fact_ids: [PF2]. STILL OPEN: answer, justification_fact_ids. NEXT: Determine which location is safest based on flood risk, power outages, and security.","PF1|PF2|PF3|PF4"
"14","artifact_safe_haven","5","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Downtown Police Station"", ""credited_facts"": [""PF1"", ""S3""], ""justification_fact_ids"": [""PF1"", ""S3""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Downtown Police Station"", ""credited_facts"": [""PF1"", ""S3""], ""justification_fact_ids"": [""PF1"", ""S3""]}}}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [PF2], justification_fact_ids: [PF2]. STILL OPEN: answer, justification_fact_ids. NEXT: Determine which location is safest based on flood risk, power outages, and security.","PF1|PF2|PF3|PF4"
"15","Crisis Backup Decision","0","A2","","0","0","1","0","free|reveal","reveal","PF1","","Bravo has received a legal notice from a government agency regarding a possible asset freeze due to an ongoing investigation. The details are not publicly shared yet, and services may be disrupted pending developments.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""Bravo has received a legal notice from a government agency regarding a possible asset freeze due to an ongoing investigation. The details are not publicly shared yet, and services may be disrupted pending developments.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [], justification_fact_ids: []. STILL OPEN: answer, what is the best location for the backup? NEXT: Determine the best location for the backup based on the available information.","PF1"
"15","Crisis Backup Decision","1","A3","","0","0","1","0","free|reveal","reveal","PF2","","Construction crews are scheduled to do electrical maintenance near Data Center Alpha within the next 24 hours, with a risk of power cuts, although the data center has not announced an outage.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""Construction crews are scheduled to do electrical maintenance near Data Center Alpha within the next 24 hours, with a risk of power cuts, although the data center has not announced an outage.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [], justification_fact_ids: []. STILL OPEN: answer, what is the best location for the backup? NEXT: Determine the best location for the backup based on the available information.","PF1|PF2"
"15","Crisis Backup Decision","2","A4","","0","0","1","0","free|reveal","reveal","PF3","","Data Center Charlie has recently passed an extra security audit following a cable cut incident last month, which has been fully repaired.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""Data Center Charlie has recently passed an extra security audit following a cable cut incident last month, which has been fully repaired.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [], justification_fact_ids: []. STILL OPEN: answer, what is the best location for the backup? NEXT: Determine the best location for the backup based on the available information.","PF1|PF2|PF3"
"15","Crisis Backup Decision","3","A5","","0","0","1","0","free|reveal","reveal","PF4","","An internal alert notes that Bravo’s site manager for this weekend is a temporary staff member who is unfamiliar with emergency protocols, although nothing has gone wrong so far.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""An internal alert notes that Bravo’s site manager for this weekend is a temporary staff member who is unfamiliar with emergency protocols, although nothing has gone wrong so far.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [], justification_fact_ids: []. STILL OPEN: answer, what is the best location for the backup? NEXT: Determine the best location for the backup based on the available information.","PF1|PF2|PF3|PF4"
"15","Crisis Backup Decision","4","A1","record complete -> last call","1","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Charlie"", ""credited_facts"": [""S1"", ""S2"", ""S3"", ""S4"", ""PF3""], ""justification_fact_ids"": [""S1"", ""S2"", ""S3"", ""S4"", ""PF3""]}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [], justification_fact_ids: []. STILL OPEN: answer, what is the best location for the backup? NEXT: Determine the best location for the backup based on the available information.","PF1|PF2|PF3|PF4"
"15","Crisis Backup Decision","5","A1","record complete -> last call","1","0","0","1","free|settle","INVALID","","unknown action None","","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Charlie"", ""credited_facts"": [""S1"", ""S2"", ""S3"", ""S4"", ""PF3""], ""justification_fact_ids"": [""S1"", ""S2"", ""S3"", ""S4"", ""PF3""]}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [], justification_fact_ids: []. STILL OPEN: answer, what is the best location for the backup? NEXT: Determine the best location for the backup based on the available information.","PF1|PF2|PF3|PF4"
"15","Crisis Backup Decision","6","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Charlie"", ""credited_facts"": [""S1"", ""S2"", ""S3"", ""S4"", ""PF3""], ""justification_fact_ids"": [""S1"", ""S2"", ""S3"", ""S4"", ""PF3""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Charlie"", ""credited_facts"": [""S1"", ""S2"", ""S3"", ""S4"", ""PF3""], ""justification_fact_ids"": [""S1"", ""S2"", ""S3"", ""S4"", ""PF3""]}}}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [], justification_fact_ids: []. STILL OPEN: answer, what is the best location for the backup? NEXT: Determine the best location for the backup based on the available information.","PF1|PF2|PF3|PF4"
"16","scientists_animal_base_decision","0","A4","","0","0","1","0","free|reveal","reveal","PF3","","Plateau Camp (Site D) is the only area where the wind patterns don't carry biting insects from the swamp—other locations will have severe insect problems at dusk.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""Plateau Camp (Site D) is the only area where the wind patterns don't carry biting insects from the swamp—other locations will have severe insect problems at dusk.""}","SETTLED VALUES: answer=UNKNOWN, credited_facts=UNKNOWN, justification_fact_ids=UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. NEXT: Confirm river access for B, verify landslide risk for C, assess plateau proximity for D.","PF3"
"16","scientists_animal_base_decision","1","A2","","0","0","1","0","free|reveal","reveal","PF1","","Last week's rain caused mudslides that blocked the only road leading to Hilltop Overlook (Site C), making it unreachable by vehicle for days.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""Last week's rain caused mudslides that blocked the only road leading to Hilltop Overlook (Site C), making it unreachable by vehicle for days.""}","SETTLED VALUES: answer=UNKNOWN, credited_facts=UNKNOWN, justification_fact_ids=UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. NEXT: Confirm river access for B, verify landslide risk for C, assess plateau proximity for D.","PF1|PF3"
"16","scientists_animal_base_decision","2","A3","","0","0","1","0","free|reveal","reveal","PF2","","Local herders reported that the Deep Jungle Site (A) has become impassable due to recent flooding—current too strong for safe wading or boat access.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""Local herders reported that the Deep Jungle Site (A) has become impassable due to recent flooding—current too strong for safe wading or boat access.""}","SETTLED VALUES: answer=UNKNOWN, credited_facts=UNKNOWN, justification_fact_ids=UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. NEXT: Confirm river access for B, verify landslide risk for C, assess plateau proximity for D.","PF1|PF2|PF3"
"16","scientists_animal_base_decision","3","A5","","0","0","1","0","free|reveal","reveal","PF4","","Park rangers set up camera traps last month and recorded nocturnal predators frequenting the Riverbank Clearing (Site B), making it highly dangerous at night.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""Park rangers set up camera traps last month and recorded nocturnal predators frequenting the Riverbank Clearing (Site B), making it highly dangerous at night.""}","SETTLED VALUES: answer=UNKNOWN, credited_facts=UNKNOWN, justification_fact_ids=UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. NEXT: Confirm river access for B, verify landslide risk for C, assess plateau proximity for D.","PF1|PF2|PF3|PF4"
"16","scientists_animal_base_decision","4","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Plateau Camp (D)""}, ""credited_facts"": [""S4"", ""PF3""], ""justification_fact_ids"": [""S4"", ""PF3""]}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Plateau Camp (D)""}, ""credited_facts"": [""S4"", ""PF3""], ""justification_fact_ids"": [""S4"", ""PF3""]}}","SETTLED VALUES: answer=UNKNOWN, credited_facts=UNKNOWN, justification_fact_ids=UNKNOWN. STILL OPEN: answer, credited_facts, justification_fact_ids. NEXT: Confirm river access for B, verify landslide risk for C, assess plateau proximity for D.","PF1|PF2|PF3|PF4"
"17","choosing_base_camp","0","A3","","0","0","1","0","free|reveal","reveal","PF2","","Delivery of additional food supplies for the expedition is delayed; only Camp Pinecone currently has emergency food rations stored.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""Delivery of additional food supplies for the expedition is delayed; only Camp Pinecone currently has emergency food rations stored.""}","SETTLED VALUES: answer=Camp Summit, credited_facts=[S1, S2], justification_fact_ids=[S1]. STILL OPEN: answer=Camp Pinecone, answer=Camp Meadow. What is the risk of bears at Camp Pinecone? What is the wind speed at Camp Meadow? NEXT: Confirm bear activity and wind speed before finalizing.","PF2"
"17","choosing_base_camp","1","A4","","0","0","1","0","free|reveal","reveal","PF3","","The glacier overlooking Camp Summit was reported by the last survey team to have developed new cracks, making sudden avalanches possible if temperatures rise.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""The glacier overlooking Camp Summit was reported by the last survey team to have developed new cracks, making sudden avalanches possible if temperatures rise.""}","SETTLED VALUES: answer=Camp Summit, credited_facts=[S1, S2], justification_fact_ids=[S1]. STILL OPEN: answer=Camp Pinecone, answer=Camp Meadow. What is the risk of bears at Camp Pinecone? What is the wind speed at Camp Meadow? NEXT: Confirm bear activity and wind speed before finalizing.","PF2|PF3"
"17","choosing_base_camp","2","A5","","0","0","1","0","free|reveal","reveal","PF4","","Bears in the region have moved further upriver for the season, and there have been no recent sightings at Camp Pinecone in the last two months.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""Bears in the region have moved further upriver for the season, and there have been no recent sightings at Camp Pinecone in the last two months.""}","SETTLED VALUES: answer=Camp Summit, credited_facts=[S1, S2], justification_fact_ids=[S1]. STILL OPEN: answer=Camp Pinecone, answer=Camp Meadow. What is the risk of bears at Camp Pinecone? What is the wind speed at Camp Meadow? NEXT: Confirm bear activity and wind speed before finalizing.","PF2|PF3|PF4"
"17","choosing_base_camp","3","A2","","0","0","1","0","free|reveal","reveal","PF1","","Wind speed projections for Camp Meadow have been revised upwards, and tents there may not withstand the forecasted gale.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""Wind speed projections for Camp Meadow have been revised upwards, and tents there may not withstand the forecasted gale.""}","SETTLED VALUES: answer=Camp Summit, credited_facts=[S1, S2], justification_fact_ids=[S1]. STILL OPEN: answer=Camp Pinecone, answer=Camp Meadow. What is the risk of bears at Camp Pinecone? What is the wind speed at Camp Meadow? NEXT: Confirm bear activity and wind speed before finalizing.","PF1|PF2|PF3|PF4"
"17","choosing_base_camp","4","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Camp Pinecone"", ""credited_facts"": [""S3"", ""PF2"", ""PF4""], ""justification_fact_ids"": [""PF4""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Camp Pinecone"", ""credited_facts"": [""S3"", ""PF2"", ""PF4""], ""justification_fact_ids"": [""PF4""]}}}}","SETTLED VALUES: answer=Camp Pinecone, credited_facts=[S3, PF2, PF4], justification_fact_ids=[PF4]. STILL OPEN: answer=Camp Summit, answer=Camp Meadow. What is the risk of bears at Camp Pinecone? What is the wind speed at Camp Meadow? NEXT: Confirm bear activity and wind speed before finalizing.","PF1|PF2|PF3|PF4"
"18","city_storm_shelter_decision","0","A4","","0","0","1","0","free|reveal","reveal","PF3","","Floodwaters have already blocked the main avenue leading to Greenfield High School; alternate access from South Street is possible, but only for vehicles.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""Floodwaters have already blocked the main avenue leading to Greenfield High School; alternate access from South Street is possible, but only for vehicles.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [S1, S2, S3], justification_fact_ids: [S1]. STILL OPEN: answer. What is the current status of Greenfield High School's hurricane readiness? NEXT: Determine the shelter's current status and readiness for the storm.","PF3"
"18","city_storm_shelter_decision","1","A5","","0","0","1","0","free|reveal","reveal","PF4","","Trees are down blocking South Street, the only alternate access to Greenfield High School. Clearing could take hours with the storm approaching.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""Trees are down blocking South Street, the only alternate access to Greenfield High School. Clearing could take hours with the storm approaching.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [S1, S2, S3], justification_fact_ids: [S1]. STILL OPEN: answer. What is the current status of Greenfield High School's hurricane readiness? NEXT: Determine the shelter's current status and readiness for the storm.","PF3|PF4"
"18","city_storm_shelter_decision","2","A3","","0","0","1","0","free|reveal","reveal","PF2","","Oakridge Library’s new roof passed emergency inspection yesterday; it is structurally sound and confirmed safe for shelter.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""Oakridge Library’s new roof passed emergency inspection yesterday; it is structurally sound and confirmed safe for shelter.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [S1, S2, S3], justification_fact_ids: [S1]. STILL OPEN: answer. What is the current status of Greenfield High School's hurricane readiness? NEXT: Determine the shelter's current status and readiness for the storm.","PF2|PF3|PF4"
"18","city_storm_shelter_decision","3","A2","","0","0","1","0","free|reveal","reveal","PF1","","Blue River Community Center's basement flooded an hour ago, and now the backup generators are submerged and inoperable.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""Blue River Community Center's basement flooded an hour ago, and now the backup generators are submerged and inoperable.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [S1, S2, S3], justification_fact_ids: [S1]. STILL OPEN: answer. What is the current status of Greenfield High School's hurricane readiness? NEXT: Determine the shelter's current status and readiness for the storm.","PF1|PF2|PF3|PF4"
"18","city_storm_shelter_decision","4","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Oakridge Library"", ""credited_facts"": [""S3"", ""PF2""], ""justification_fact_ids"": [""PF2""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Oakridge Library"", ""credited_facts"": [""S3"", ""PF2""], ""justification_fact_ids"": [""PF2""]}}}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [S1, S2, S3], justification_fact_ids: [S1]. STILL OPEN: answer. What is the current status of Greenfield High School's hurricane readiness? NEXT: Determine the shelter's current status and readiness for the storm.","PF1|PF2|PF3|PF4"
"19","meteor_shower_shelter","0","A2","","0","0","1","0","free|reveal","reveal","PF1","","The repair log for Shelter Alpha indicates that after the leak patch, full pressure tests were completed and results were 'excellent'.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""The repair log for Shelter Alpha indicates that after the leak patch, full pressure tests were completed and results were 'excellent'.""}","SETTLED VALUES: answer: Shelter Beta, credited_facts: [S1], justification_fact_ids: [S1]. STILL OPEN: answer, credited_facts, justification_fact_ids. NEXT: What is the current status of Shelter Alpha's structural integrity and Shelter Gamma's air purification system?","PF1"
"19","meteor_shower_shelter","1","A3","","0","0","1","0","free|reveal","reveal","PF2","","Sensors detected faint seismic vibrations beneath Shelter Beta, possibly indicating underground instability, but the report says 'requires further investigation'.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""Sensors detected faint seismic vibrations beneath Shelter Beta, possibly indicating underground instability, but the report says 'requires further investigation'.""}","SETTLED VALUES: answer: Shelter Beta, credited_facts: [S1], justification_fact_ids: [S1]. STILL OPEN: answer, credited_facts, justification_fact_ids. NEXT: What is the current status of Shelter Alpha's structural integrity and Shelter Gamma's air purification system?","PF1|PF2"
"19","meteor_shower_shelter","2","A4","","0","0","1","0","free|reveal","reveal","PF3","","Shelter Beta's supply inventory shows a mysterious usage spike in oxygen canisters last night; the oxygen alarm system is overdue for maintenance.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""Shelter Beta's supply inventory shows a mysterious usage spike in oxygen canisters last night; the oxygen alarm system is overdue for maintenance.""}","SETTLED VALUES: answer: Shelter Beta, credited_facts: [S1], justification_fact_ids: [S1]. STILL OPEN: answer, credited_facts, justification_fact_ids. NEXT: What is the current status of Shelter Alpha's structural integrity and Shelter Gamma's air purification system?","PF1|PF2|PF3"
"19","meteor_shower_shelter","3","A5","","0","0","1","0","free|reveal","reveal","PF4","","Shelter Gamma's new air system was installed, but there was a recall notice for a faulty emergency ventilation back-up, and the needed replacement has not yet been delivered.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""Shelter Gamma's new air system was installed, but there was a recall notice for a faulty emergency ventilation back-up, and the needed replacement has not yet been delivered.""}","SETTLED VALUES: answer: Shelter Beta, credited_facts: [S1], justification_fact_ids: [S1]. STILL OPEN: answer, credited_facts, justification_fact_ids. NEXT: What is the current status of Shelter Alpha's structural integrity and Shelter Gamma's air purification system?","PF1|PF2|PF3|PF4"
"19","meteor_shower_shelter","4","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Shelter Alpha"", ""credited_facts"": [""S2"", ""PF1""], ""justification_fact_ids"": [""S2"", ""PF1""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Shelter Alpha"", ""credited_facts"": [""S2"", ""PF1""], ""justification_fact_ids"": [""S2"", ""PF1""]}}}}","SETTLED VALUES: answer: Shelter Beta, credited_facts: [S1], justification_fact_ids: [S1]. STILL OPEN: answer, credited_facts, justification_fact_ids. NEXT: What is the current status of Shelter Alpha's structural integrity and Shelter Gamma's air purification system?","PF1|PF2|PF3|PF4"
"20","emergency_transportation_decision","0","A3","","0","0","1","0","free|reveal","reveal","PF2","","A wildlife alert has closed the main access road to Aurora for emergency protection. No vehicle is permitted through until the alert is lifted.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""A wildlife alert has closed the main access road to Aurora for emergency protection. No vehicle is permitted through until the alert is lifted.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [S1, S3], justification_fact_ids: [S1, S3]. STILL OPEN: answer, what is the safest route? NEXT: confirm the safest route and its supporting facts.","PF2"
"20","emergency_transportation_decision","1","A2","","0","0","1","0","free|reveal","reveal","PF1","","Local authorities have suspended all trains to Aurora after a landslide covered the main track last night.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""Local authorities have suspended all trains to Aurora after a landslide covered the main track last night.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [S1, S3], justification_fact_ids: [S1, S3]. STILL OPEN: answer, what is the safest route? NEXT: confirm the safest route and its supporting facts.","PF1|PF2"
"20","emergency_transportation_decision","2","A4","","0","0","1","0","free|reveal","reveal","PF3","","The bus route to Borealis has been rerouted due to a bridge closure, with all arrivals delayed until the next day.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""The bus route to Borealis has been rerouted due to a bridge closure, with all arrivals delayed until the next day.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [S1, S3], justification_fact_ids: [S1, S3]. STILL OPEN: answer, what is the safest route? NEXT: confirm the safest route and its supporting facts.","PF1|PF2|PF3"
"20","emergency_transportation_decision","3","A5","","0","0","1","0","free|reveal","reveal","PF4","","Celestia Airstrip has completed emergency upgrades this week, allowing it to service large groups and deliver supplies quickly with a mobile shelter and food stocks on site.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""Celestia Airstrip has completed emergency upgrades this week, allowing it to service large groups and deliver supplies quickly with a mobile shelter and food stocks on site.""}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [S1, S3], justification_fact_ids: [S1, S3]. STILL OPEN: answer, what is the safest route? NEXT: confirm the safest route and its supporting facts.","PF1|PF2|PF3|PF4"
"20","emergency_transportation_decision","4","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Celestia Airstrip"", ""credited_facts"": [""S3"", ""PF4""], ""justification_fact_ids"": [""S3"", ""PF4""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Celestia Airstrip"", ""credited_facts"": [""S3"", ""PF4""], ""justification_fact_ids"": [""S3"", ""PF4""]}}}}","SETTLED VALUES: answer: UNKNOWN, credited_facts: [S1, S3], justification_fact_ids: [S1, S3]. STILL OPEN: answer, what is the safest route? NEXT: confirm the safest route and its supporting facts.","PF1|PF2|PF3|PF4"
"21","Antarctic Storm Safe Haven","0","A4","","0","0","1","0","free|reveal","reveal","PF3","","The snow route to the Rescue Outpost is fully snowed in since the last storm; the path isn't navigable even with the vehicle.","{""action"": ""reveal"", ""fact_id"": ""PF3"", ""content"": ""The snow route to the Rescue Outpost is fully snowed in since the last storm; the path isn't navigable even with the vehicle.""}","SETTLED VALUES: answer: Retreat Camp, credited_facts: [S1, S2, S3, S4], justification_fact_ids: [S1, S2]. STILL OPEN: answer. NEXT: What is the safest and most sustainable shelter for the group?","PF3"
"21","Antarctic Storm Safe Haven","1","A2","","0","0","1","0","free|reveal","reveal","PF1","","The most recent supply delivery to Retreat Camp was delayed, so the promised food and water may not be there.","{""action"": ""reveal"", ""fact_id"": ""PF1"", ""content"": ""The most recent supply delivery to Retreat Camp was delayed, so the promised food and water may not be there.""}","SETTLED VALUES: answer: Retreat Camp, credited_facts: [S1, S2, S3, S4], justification_fact_ids: [S1, S2]. STILL OPEN: answer. NEXT: What is the safest and most sustainable shelter for the group?","PF1|PF3"
"21","Antarctic Storm Safe Haven","2","A3","","0","0","1","0","free|reveal","reveal","PF2","","Main Base appears to have uninterrupted generator power, working communications, and fully stocked rations according to a direct radio call just before the storm warning.","{""action"": ""reveal"", ""fact_id"": ""PF2"", ""content"": ""Main Base appears to have uninterrupted generator power, working communications, and fully stocked rations according to a direct radio call just before the storm warning.""}","SETTLED VALUES: answer: Retreat Camp, credited_facts: [S1, S2, S3, S4], justification_fact_ids: [S1, S2]. STILL OPEN: answer. NEXT: What is the safest and most sustainable shelter for the group?","PF1|PF2|PF3"
"21","Antarctic Storm Safe Haven","3","A5","","0","0","1","0","free|reveal","reveal","PF4","","Satellite imagery from this morning shows the ice bridge leading to Retreat Camp has collapsed, making it dangerous to reach by foot or vehicle.","{""action"": ""reveal"", ""fact_id"": ""PF4"", ""content"": ""Satellite imagery from this morning shows the ice bridge leading to Retreat Camp has collapsed, making it dangerous to reach by foot or vehicle.""}","SETTLED VALUES: answer: Retreat Camp, credited_facts: [S1, S2, S3, S4], justification_fact_ids: [S1, S2]. STILL OPEN: answer. NEXT: What is the safest and most sustainable shelter for the group?","PF1|PF2|PF3|PF4"
"21","Antarctic Storm Safe Haven","4","A1","record complete -> last call","1","0","0","1","free|settle","settle","","","{""decisions"": {""answer"": ""Main Base"", ""credited_facts"": [""S3"", ""PF2""], ""justification_fact_ids"": [""PF2""]}}","{""action"": ""settle"", ""settlement"": {""decisions"": {""answer"": ""Main Base"", ""credited_facts"": [""S3"", ""PF2""], ""justification_fact_ids"": [""PF2""]}}}}","SETTLED VALUES: answer: Retreat Camp, credited_facts: [S1, S2, S3, S4], justification_fact_ids: [S1, S2]. STILL OPEN: answer. NEXT: What is the safest and most sustainable shelter for the group?","PF1|PF2|PF3|PF4"
